"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"2006","St. Gallen",">>Municipality forest","74","758","733",NA,NA,NA
"2006","St. Gallen",">>Bourgeois forest","97","25773","24229",NA,NA,NA
"2006","St. Gallen",">>Other public forest","69","4588","4453",NA,NA,NA
"2006","Graubünden / Grigioni / Grischun","Type of owners - Total","11113","189923","146699","63945","103145","167090"
"2006","Graubünden / Grigioni / Grischun","Private forest","10896","17798","13743","50","5075","5125"
"2006","Graubünden / Grigioni / Grischun","Public forest","217","172125","132956","63895","98070","161965"
"2006","Graubünden / Grigioni / Grischun",">>Federal forest","1","753","581",NA,NA,NA
"2006","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1103","852",NA,NA,NA
"2006","Graubünden / Grigioni / Grischun",">>Municipality forest","111","165719","128008",NA,NA,NA
"2006","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2006","Graubünden / Grigioni / Grischun",">>Other public forest","104","4550","3515",NA,NA,NA
"2006","Thurgau","Type of owners - Total","8996","19656","19552","89965","89616","179581"
"2006","Thurgau","Private forest","8873","10988","10930","1648","787","2435"
"2006","Thurgau","Public forest","123","8668","8622","88317","88829","177146"
"2006","Thurgau",">>Federal forest","1","177","176",NA,NA,NA
"2006","Thurgau",">>Cantonal forest","1","1375","1368",NA,NA,NA
"2006","Thurgau",">>Municipality forest","37","304","302",NA,NA,NA
"2006","Thurgau",">>Bourgeois forest","49","5734","5703",NA,NA,NA
"2006","Thurgau",">>Other public forest","35","1078","1073",NA,NA,NA
"2007","Glarus","Type of owners - Total","1514","18392","16627","3496","7970","11466"
"2007","Glarus","Private forest","1475","2325","2102","50","50","100"
"2007","Glarus","Public forest","39","16067","14525","3446","7920","11366"
"2007","Glarus",">>Federal forest","1","180","163",NA,NA,NA
"2007","Glarus",">>Cantonal forest","1","88","80",NA,NA,NA
"2007","Glarus",">>Municipality forest","19","15614","14115",NA,NA,NA
"2007","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2007","Glarus",">>Other public forest","18","185","167",NA,NA,NA
"2007","Schaffhausen","Type of owners - Total","2125","12765","12643","16400","11200","27600"
"2007","Schaffhausen","Private forest","2100","2070","2048","2325","1275","3600"
"2007","Schaffhausen","Public forest","25","10695","10595","14075","9925","24000"
"2007","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2007","Schaffhausen",">>Cantonal forest","1","2134","2115",NA,NA,NA
"2007","Schaffhausen",">>Municipality forest","20","8553","8472",NA,NA,NA
"2007","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2007","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2007","Appenzell Ausserrhoden","Type of owners - Total","4246","7199","6956","3445","541","3986"
"2007","Appenzell Ausserrhoden","Private forest","4224","5537","5350","1740","247","1987"
"2007","Appenzell Ausserrhoden","Public forest","22","1662","1606","1705","294","1999"
"2007","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2007","Appenzell Ausserrhoden",">>Cantonal forest","1","392","379",NA,NA,NA
"2007","Appenzell Ausserrhoden",">>Municipality forest","10","1133","1095",NA,NA,NA
"2007","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2007","Appenzell Ausserrhoden",">>Other public forest","10","111","107",NA,NA,NA
"2007","Appenzell Innerrhoden","Type of owners - Total","3006","4867","4653","1742","100","1842"
"2007","Appenzell Innerrhoden","Private forest","2995","2781","2659","975","50","1025"
"2007","Appenzell Innerrhoden","Public forest","11","2086","1994","767","50","817"
"2007","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2007","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2007","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2007","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2007","Appenzell Innerrhoden",">>Other public forest","10","1932","1847",NA,NA,NA
"2007","St. Gallen","Type of owners - Total","18125","55826","53326","98397","37862","136259"
"2007","St. Gallen","Private forest","17883","22223","21526","33188","11352","44540"
"2007","St. Gallen","Public forest","242","33603","31800","65209","26510","91719"
"2007","St. Gallen",">>Federal forest","1","229","220",NA,NA,NA
"2007","St. Gallen",">>Cantonal forest","1","1990","1905",NA,NA,NA
"2007","St. Gallen",">>Municipality forest","74","768","742",NA,NA,NA
"2007","St. Gallen",">>Bourgeois forest","97","25969","24422",NA,NA,NA
"2007","St. Gallen",">>Other public forest","69","4647","4511",NA,NA,NA
"2007","Graubünden / Grigioni / Grischun","Type of owners - Total","11110","191881","148727","67806","40002","107808"
"2007","Graubünden / Grigioni / Grischun","Private forest","10893","17945","13894","7489","1330","8819"
"2007","Graubünden / Grigioni / Grischun","Public forest","217","173936","134833","60318","38672","98990"
"2007","Graubünden / Grigioni / Grischun",">>Federal forest","1","754","582",NA,NA,NA
"2007","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1110","858",NA,NA,NA
"2007","Graubünden / Grigioni / Grischun",">>Municipality forest","111","167468","129822",NA,NA,NA
"2007","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2007","Graubünden / Grigioni / Grischun",">>Other public forest","104","4604","3571",NA,NA,NA
"2007","Thurgau","Type of owners - Total","8894","19616","19574","75216","66275","141491"
"2007","Thurgau","Private forest","8775","10967","10943","1704","921","2625"
"2007","Thurgau","Public forest","119","8649","8631","73512","65354","138866"
"2007","Thurgau",">>Federal forest","1","176","176",NA,NA,NA
"2007","Thurgau",">>Cantonal forest","1","1372","1369",NA,NA,NA
"2007","Thurgau",">>Municipality forest","36","303","302",NA,NA,NA
"2007","Thurgau",">>Bourgeois forest","47","5722","5710",NA,NA,NA
"2007","Thurgau",">>Other public forest","34","1076","1074",NA,NA,NA
"2008","Glarus","Type of owners - Total","1513","20718","18355","3816","11205","15021"
"2008","Glarus","Private forest","1474","2619","2320","150","0","150"
"2008","Glarus","Public forest","39","18099","16035","3666","11205","14871"
"2008","Glarus",">>Federal forest","1","203","180",NA,NA,NA
"2008","Glarus",">>Cantonal forest","1","100","88",NA,NA,NA
"2008","Glarus",">>Municipality forest","19","17588","15583",NA,NA,NA
"2008","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2008","Glarus",">>Other public forest","18","208","184",NA,NA,NA
"2008","Schaffhausen","Type of owners - Total","2125","12769","12658","9047","6770","15817"
"2008","Schaffhausen","Private forest","2100","2068","2050","902","630","1532"
"2008","Schaffhausen","Public forest","25","10701","10608","8145","6140","14285"
"2008","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2008","Schaffhausen",">>Cantonal forest","1","2137","2118",NA,NA,NA
"2008","Schaffhausen",">>Municipality forest","20","8556","8482",NA,NA,NA
"2008","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2008","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2008","Appenzell Ausserrhoden","Type of owners - Total","4246","7284","6963","4632","398","5030"
"2008","Appenzell Ausserrhoden","Private forest","4224","5602","5355","2810","270","3080"
"2008","Appenzell Ausserrhoden","Public forest","22","1682","1608","1822","128","1950"
"2008","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2008","Appenzell Ausserrhoden",">>Cantonal forest","1","397","380",NA,NA,NA
"2008","Appenzell Ausserrhoden",">>Municipality forest","10","1147","1096",NA,NA,NA
"2008","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2008","Appenzell Ausserrhoden",">>Other public forest","10","112","107",NA,NA,NA
"2008","Appenzell Innerrhoden","Type of owners - Total","3006","4867","4653","1940","230","2170"
"2008","Appenzell Innerrhoden","Private forest","2995","2781","2659","1240","230","1470"
"2008","Appenzell Innerrhoden","Public forest","11","2086","1994","700","0","700"
"2008","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2008","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2008","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2008","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2008","Appenzell Innerrhoden",">>Other public forest","10","1932","1847",NA,NA,NA
"2008","St. Gallen","Type of owners - Total","18124","55857","53358","87779","20880","108659"
"2008","St. Gallen","Private forest","17884","22243","21547","32820","10578","43398"
"2008","St. Gallen","Public forest","240","33614","31811","54959","10302","65261"
"2008","St. Gallen",">>Federal forest","1","229","220",NA,NA,NA
"2008","St. Gallen",">>Cantonal forest","1","1992","1907",NA,NA,NA
"2008","St. Gallen",">>Municipality forest","73","768","743",NA,NA,NA
"2008","St. Gallen",">>Bourgeois forest","96","25975","24428",NA,NA,NA
"2008","St. Gallen",">>Other public forest","69","4650","4513",NA,NA,NA
"2008","Graubünden / Grigioni / Grischun","Type of owners - Total","11169","192402","149403","60416","23821","84237"
"2008","Graubünden / Grigioni / Grischun","Private forest","10955","17998","13966","2456","265","2721"
"2008","Graubünden / Grigioni / Grischun","Public forest","214","174404","135437","57960","23556","81516"
"2008","Graubünden / Grigioni / Grischun",">>Federal forest","1","757","586",NA,NA,NA
"2008","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1113","863",NA,NA,NA
"2008","Graubünden / Grigioni / Grischun",">>Municipality forest","109","167918","130402",NA,NA,NA
"2008","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2008","Graubünden / Grigioni / Grischun",">>Other public forest","103","4616","3586",NA,NA,NA
"2008","Thurgau","Type of owners - Total","8890","19578","19540","55465","62520","117985"
"2008","Thurgau","Private forest","8774","10945","10923","200","465","665"
"2008","Thurgau","Public forest","116","8633","8617","55265","62055","117320"
"2008","Thurgau",">>Federal forest","1","176","176",NA,NA,NA
"2008","Thurgau",">>Cantonal forest","1","1370","1367",NA,NA,NA
"2008","Thurgau",">>Municipality forest","35","302","302",NA,NA,NA
"2008","Thurgau",">>Bourgeois forest","46","5711","5700",NA,NA,NA
"2008","Thurgau",">>Other public forest","33","1074","1072",NA,NA,NA
"2009","Glarus","Type of owners - Total","1514","20718","18355","7730","13033","20763"
"2009","Glarus","Private forest","1475","2619","2320","430","0","430"
"2009","Glarus","Public forest","39","18099","16035","7300","13033","20333"
"2009","Glarus",">>Federal forest","1","203","180",NA,NA,NA
"2009","Glarus",">>Cantonal forest","1","100","88",NA,NA,NA
"2009","Glarus",">>Municipality forest","19","17588","15583",NA,NA,NA
"2009","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2009","Glarus",">>Other public forest","18","208","184",NA,NA,NA
"2009","Schaffhausen","Type of owners - Total","1884","12816","12707","8763","4642","13405"
"2009","Schaffhausen","Private forest","1862","2074","2056","1305","420","1725"
"2009","Schaffhausen","Public forest","22","10742","10651","7458","4222","11680"
"2009","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2009","Schaffhausen",">>Cantonal forest","1","2146","2128",NA,NA,NA
"2009","Schaffhausen",">>Municipality forest","17","8588","8515",NA,NA,NA
"2009","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2009","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2009","Appenzell Ausserrhoden","Type of owners - Total","4246","7284","6963","5822","1225","7047"
"2009","Appenzell Ausserrhoden","Private forest","4224","5602","5355","3524","962","4486"
"2009","Appenzell Ausserrhoden","Public forest","22","1682","1608","2298","263","2561"
"2009","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2009","Appenzell Ausserrhoden",">>Cantonal forest","1","397","380",NA,NA,NA
"2009","Appenzell Ausserrhoden",">>Municipality forest","10","1147","1096",NA,NA,NA
"2009","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2009","Appenzell Ausserrhoden",">>Other public forest","10","112","107",NA,NA,NA
"2009","Appenzell Innerrhoden","Type of owners - Total","3006","4867","4653","2130","0","2130"
"2009","Appenzell Innerrhoden","Private forest","2995","2781","2659","1460","0","1460"
"2009","Appenzell Innerrhoden","Public forest","11","2086","1994","670","0","670"
"2009","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2009","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2009","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2009","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2009","Appenzell Innerrhoden",">>Other public forest","10","1932","1847",NA,NA,NA
"2009","St. Gallen","Type of owners - Total","17976","55592","53109","84439","30597","115036"
"2009","St. Gallen","Private forest","17733","22307","21618","28625","15161","43786"
"2009","St. Gallen","Public forest","243","33285","31491","55814","15436","71250"
"2009","St. Gallen",">>Federal forest","1","233","224",NA,NA,NA
"2009","St. Gallen",">>Cantonal forest","1","1995","1910",NA,NA,NA
"2009","St. Gallen",">>Municipality forest","74","764","739",NA,NA,NA
"2009","St. Gallen",">>Bourgeois forest","97","25662","24122",NA,NA,NA
"2009","St. Gallen",">>Other public forest","70","4631","4496",NA,NA,NA
"2009","Graubünden / Grigioni / Grischun","Type of owners - Total","11091","193550","150949","32691","21079","53770"
"2009","Graubünden / Grigioni / Grischun","Private forest","10893","18083","14083","351","244","595"
"2009","Graubünden / Grigioni / Grischun","Public forest","198","175467","136866","32340","20835","53175"
"2009","Graubünden / Grigioni / Grischun",">>Federal forest","1","758","588",NA,NA,NA
"2009","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1117","868",NA,NA,NA
"2009","Graubünden / Grigioni / Grischun",">>Municipality forest","101","168945","131782",NA,NA,NA
"2009","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2009","Graubünden / Grigioni / Grischun",">>Other public forest","95","4647","3628",NA,NA,NA
"2009","Thurgau","Type of owners - Total","8898","19585","19544","36607","64701","101308"
"2009","Thurgau","Private forest","8786","10949","10926","396","1275","1671"
"2009","Thurgau","Public forest","112","8636","8618","36211","63426","99637"
"2009","Thurgau",">>Federal forest","1","176","176",NA,NA,NA
"2009","Thurgau",">>Cantonal forest","1","1370","1367",NA,NA,NA
"2009","Thurgau",">>Municipality forest","34","302","302",NA,NA,NA
"2009","Thurgau",">>Bourgeois forest","44","5713","5701",NA,NA,NA
"2009","Thurgau",">>Other public forest","32","1075","1072",NA,NA,NA
"2010","Glarus","Type of owners - Total","1514","20723","18364","5320","3222","8542"
"2010","Glarus","Private forest","1475","2619","2321","25","400","425"
"2010","Glarus","Public forest","39","18104","16043","5295","2822","8117"
"2010","Glarus",">>Federal forest","1","203","180",NA,NA,NA
"2010","Glarus",">>Cantonal forest","1","100","88",NA,NA,NA
"2010","Glarus",">>Municipality forest","19","17593","15591",NA,NA,NA
"2010","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2010","Glarus",">>Other public forest","18","208","184",NA,NA,NA
"2010","Schaffhausen","Type of owners - Total","1884","12816","12707","12155","11715","23870"
"2010","Schaffhausen","Private forest","1862","2074","2056","630","215","845"
"2010","Schaffhausen","Public forest","22","10742","10651","11525","11500","23025"
"2010","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2010","Schaffhausen",">>Cantonal forest","1","2146","2128",NA,NA,NA
"2010","Schaffhausen",">>Municipality forest","17","8588","8515",NA,NA,NA
"2010","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2010","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2010","Appenzell Ausserrhoden","Type of owners - Total","4246","7284","6963","3735","626","4361"
"2010","Appenzell Ausserrhoden","Private forest","4224","5602","5355","2615","576","3191"
"2010","Appenzell Ausserrhoden","Public forest","22","1682","1608","1121","50","1171"
"2010","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2010","Appenzell Ausserrhoden",">>Cantonal forest","1","397","380",NA,NA,NA
"2010","Appenzell Ausserrhoden",">>Municipality forest","10","1147","1096",NA,NA,NA
"2010","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2010","Appenzell Ausserrhoden",">>Other public forest","10","112","107",NA,NA,NA
"2010","Appenzell Innerrhoden","Type of owners - Total","3006","4869","4655","2370","170","2540"
"2010","Appenzell Innerrhoden","Private forest","2995","2782","2660","1795","170","1965"
"2010","Appenzell Innerrhoden","Public forest","11","2087","1995","575","0","575"
"2010","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2010","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2010","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2010","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2010","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2010","St. Gallen","Type of owners - Total","18515","56275","53800","72412","28049","100461"
"2010","St. Gallen","Private forest","18277","22586","21899","15451","8467","23918"
"2010","St. Gallen","Public forest","238","33689","31901","56961","19582","76543"
"2010","St. Gallen",">>Federal forest","1","233","224",NA,NA,NA
"2010","St. Gallen",">>Cantonal forest","1","2011","1927",NA,NA,NA
"2010","St. Gallen",">>Municipality forest","73","778","753",NA,NA,NA
"2010","St. Gallen",">>Bourgeois forest","95","25950","24413",NA,NA,NA
"2010","St. Gallen",">>Other public forest","68","4717","4584",NA,NA,NA
"2010","Graubünden / Grigioni / Grischun","Type of owners - Total","10945","193598","151074","29962","29347","59309"
"2010","Graubünden / Grigioni / Grischun","Private forest","10749","18087","14096","930","2780","3710"
"2010","Graubünden / Grigioni / Grischun","Public forest","196","175511","136978","29032","26567","55599"
"2010","Graubünden / Grigioni / Grischun",">>Federal forest","1","758","588",NA,NA,NA
"2010","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1117","869",NA,NA,NA
"2010","Graubünden / Grigioni / Grischun",">>Municipality forest","100","168988","131890",NA,NA,NA
"2010","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2010","Graubünden / Grigioni / Grischun",">>Other public forest","94","4648","3631",NA,NA,NA
"2010","Thurgau","Type of owners - Total","8905","19603","19563","44830","58653","103483"
"2010","Thurgau","Private forest","8793","10959","10936","125","50","175"
"2010","Thurgau","Public forest","112","8644","8627","44705","58603","103308"
"2010","Thurgau",">>Federal forest","1","176","176",NA,NA,NA
"2010","Thurgau",">>Cantonal forest","1","1371","1369",NA,NA,NA
"2010","Thurgau",">>Municipality forest","34","303","302",NA,NA,NA
"2010","Thurgau",">>Bourgeois forest","44","5718","5707",NA,NA,NA
"2010","Thurgau",">>Other public forest","32","1076","1073",NA,NA,NA
"2011","Glarus","Type of owners - Total","1460","20723","18364","4150","3295","7445"
"2011","Glarus","Private forest","1450","2619","2321","100","240","340"
"2011","Glarus","Public forest","10","18104","16043","4050","3055","7105"
"2011","Glarus",">>Federal forest","1","203","180",NA,NA,NA
"2011","Glarus",">>Cantonal forest","1","100","88",NA,NA,NA
"2011","Glarus",">>Municipality forest","4","17593","15591",NA,NA,NA
"2011","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2011","Glarus",">>Other public forest","4","208","184",NA,NA,NA
"2011","Schaffhausen","Type of owners - Total","1884","12816","12707","10070","7605","17675"
"2011","Schaffhausen","Private forest","1862","2074","2056","430","100","530"
"2011","Schaffhausen","Public forest","22","10742","10651","9640","7505","17145"
"2011","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2011","Schaffhausen",">>Cantonal forest","1","2146","2128",NA,NA,NA
"2011","Schaffhausen",">>Municipality forest","17","8588","8515",NA,NA,NA
"2011","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2011","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2011","Appenzell Ausserrhoden","Type of owners - Total","4246","7210","6891","4791","915","5706"
"2011","Appenzell Ausserrhoden","Private forest","4224","5545","5299","3958","806","4764"
"2011","Appenzell Ausserrhoden","Public forest","22","1665","1592","833","109","942"
"2011","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2011","Appenzell Ausserrhoden",">>Cantonal forest","1","393","376",NA,NA,NA
"2011","Appenzell Ausserrhoden",">>Municipality forest","10","1135","1085",NA,NA,NA
"2011","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2011","Appenzell Ausserrhoden",">>Other public forest","10","111","106",NA,NA,NA
"2011","Appenzell Innerrhoden","Type of owners - Total","3006","4869","4655","2185","340","2525"
"2011","Appenzell Innerrhoden","Private forest","2995","2782","2660","1935","340","2275"
"2011","Appenzell Innerrhoden","Public forest","11","2087","1995","250","0","250"
"2011","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2011","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2011","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2011","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2011","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2011","St. Gallen","Type of owners - Total","18509","56207","53734","70423","17960","88383"
"2011","St. Gallen","Private forest","18276","22558","21873","23890","10447","34337"
"2011","St. Gallen","Public forest","233","33649","31861","46533","7513","54046"
"2011","St. Gallen",">>Federal forest","1","233","224",NA,NA,NA
"2011","St. Gallen",">>Cantonal forest","1","2010","1925",NA,NA,NA
"2011","St. Gallen",">>Municipality forest","71","776","751",NA,NA,NA
"2011","St. Gallen",">>Bourgeois forest","93","25921","24385",NA,NA,NA
"2011","St. Gallen",">>Other public forest","67","4709","4576",NA,NA,NA
"2011","Graubünden / Grigioni / Grischun","Type of owners - Total","10900","193874","151566","49722","36121","85843"
"2011","Graubünden / Grigioni / Grischun","Private forest","10708","18114","14144","350","544","894"
"2011","Graubünden / Grigioni / Grischun","Public forest","192","175760","137422","49372","35577","84949"
"2011","Graubünden / Grigioni / Grischun",">>Federal forest","1","759","591",NA,NA,NA
"2011","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1119","872",NA,NA,NA
"2011","Graubünden / Grigioni / Grischun",">>Municipality forest","98","169227","132317",NA,NA,NA
"2011","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2011","Graubünden / Grigioni / Grischun",">>Other public forest","92","4655","3642",NA,NA,NA
"2011","Thurgau","Type of owners - Total","8893","19712","19671","41673","47979","89652"
"2011","Thurgau","Private forest","8784","11020","10997","1236","2440","3676"
"2011","Thurgau","Public forest","109","8692","8674","40437","45539","85976"
"2011","Thurgau",">>Federal forest","1","177","177",NA,NA,NA
"2011","Thurgau",">>Cantonal forest","1","1379","1376",NA,NA,NA
"2011","Thurgau",">>Municipality forest","33","304","304",NA,NA,NA
"2011","Thurgau",">>Bourgeois forest","43","5750","5738",NA,NA,NA
"2011","Thurgau",">>Other public forest","31","1082","1079",NA,NA,NA
"2012","Glarus","Type of owners - Total","1467","21001","18533","2010","5380","7390"
"2012","Glarus","Private forest","1454","2654","2343","100","0","100"
"2012","Glarus","Public forest","13","18347","16190","1910","5380","7290"
"2012","Glarus",">>Federal forest","1","206","182",NA,NA,NA
"2012","Glarus",">>Cantonal forest","1","101","89",NA,NA,NA
"2012","Glarus",">>Municipality forest","6","17829","15733",NA,NA,NA
"2012","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2012","Glarus",">>Other public forest","5","211","186",NA,NA,NA
"2012","Schaffhausen","Type of owners - Total","1884","12818","12710","8740","3574","12314"
"2012","Schaffhausen","Private forest","1862","2075","2057","395","250","645"
"2012","Schaffhausen","Public forest","22","10743","10653","8345","3324","11669"
"2012","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2012","Schaffhausen",">>Cantonal forest","1","2146","2128",NA,NA,NA
"2012","Schaffhausen",">>Municipality forest","17","8589","8517",NA,NA,NA
"2012","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2012","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2012","Appenzell Ausserrhoden","Type of owners - Total","4244","7191","6872","3602","327","3929"
"2012","Appenzell Ausserrhoden","Private forest","4223","5530","5284","3109","248","3357"
"2012","Appenzell Ausserrhoden","Public forest","21","1661","1588","493","79","572"
"2012","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2012","Appenzell Ausserrhoden",">>Cantonal forest","1","392","375",NA,NA,NA
"2012","Appenzell Ausserrhoden",">>Municipality forest","10","1132","1082",NA,NA,NA
"2012","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2012","Appenzell Ausserrhoden",">>Other public forest","9","111","106",NA,NA,NA
"2012","Appenzell Innerrhoden","Type of owners - Total","3006","4869","4655","1840","120","1960"
"2012","Appenzell Innerrhoden","Private forest","2995","2782","2660","1685","120","1805"
"2012","Appenzell Innerrhoden","Public forest","11","2087","1995","155","0","155"
"2012","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2012","Appenzell Innerrhoden",">>Cantonal forest","1","154","147",NA,NA,NA
"2012","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2012","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2012","Appenzell Innerrhoden",">>Other public forest","10","1933","1848",NA,NA,NA
"2012","St. Gallen","Type of owners - Total","18508","56218","53744","65691","20387","86078"
"2012","St. Gallen","Private forest","18276","22565","21879","22512","9410","31922"
"2012","St. Gallen","Public forest","232","33653","31865","43179","10977","54156"
"2012","St. Gallen",">>Federal forest","1","233","224",NA,NA,NA
"2012","St. Gallen",">>Cantonal forest","1","2010","1926",NA,NA,NA
"2012","St. Gallen",">>Municipality forest","71","777","752",NA,NA,NA
"2012","St. Gallen",">>Bourgeois forest","93","25923","24387",NA,NA,NA
"2012","St. Gallen",">>Other public forest","66","4710","4576",NA,NA,NA
"2012","Graubünden / Grigioni / Grischun","Type of owners - Total","10896","195326","152757","40983","27323","68306"
"2012","Graubünden / Grigioni / Grischun","Private forest","10706","18248","14250","240","10","250"
"2012","Graubünden / Grigioni / Grischun","Public forest","190","177078","138507","40743","27313","68056"
"2012","Graubünden / Grigioni / Grischun",">>Federal forest","1","765","595",NA,NA,NA
"2012","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1127","878",NA,NA,NA
"2012","Graubünden / Grigioni / Grischun",">>Municipality forest","97","170496","133362",NA,NA,NA
"2012","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2012","Graubünden / Grigioni / Grischun",">>Other public forest","91","4690","3672",NA,NA,NA
"2012","Thurgau","Type of owners - Total","8882","19684","19644","39525","49201","88726"
"2012","Thurgau","Private forest","8784","11004","10982","660","795","1455"
"2012","Thurgau","Public forest","98","8680","8662","38865","48406","87271"
"2012","Thurgau",">>Federal forest","1","177","177",NA,NA,NA
"2012","Thurgau",">>Cantonal forest","1","1377","1374",NA,NA,NA
"2012","Thurgau",">>Municipality forest","29","304","303",NA,NA,NA
"2012","Thurgau",">>Bourgeois forest","39","5742","5730",NA,NA,NA
"2012","Thurgau",">>Other public forest","28","1080","1078",NA,NA,NA
"2013","Glarus","Type of owners - Total","1467","21005","18537","4153","4572","8725"
"2013","Glarus","Private forest","1454","2655","2343","3","2","5"
"2013","Glarus","Public forest","13","18350","16194","4150","4570","8720"
"2013","Glarus",">>Federal forest","1","206","182",NA,NA,NA
"2013","Glarus",">>Cantonal forest","1","101","89",NA,NA,NA
