"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"1991","Thurgau",">>Cantonal forest","1","1416","1415",NA,NA,NA
"1991","Thurgau",">>Municipality forest","2","51","51",NA,NA,NA
"1991","Thurgau",">>Bourgeois forest","71","5889","5868",NA,NA,NA
"1991","Thurgau",">>Other public forest","20","1070","1068",NA,NA,NA
"1992","Glarus","Type of owners - Total","1492","18317","15382","32230","34295","66525"
"1992","Glarus","Private forest","1454","1522","1522","2700","0","2700"
"1992","Glarus","Public forest","38","16795","13860","29530","34295","63825"
"1992","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"1992","Glarus",">>Cantonal forest","1","86","80",NA,NA,NA
"1992","Glarus",">>Municipality forest","1","46","44",NA,NA,NA
"1992","Glarus",">>Bourgeois forest","31","16301","13418",NA,NA,NA
"1992","Glarus",">>Other public forest","4","227","221",NA,NA,NA
"1992","Schaffhausen","Type of owners - Total","1731","11327","11282","52685","28775","81460"
"1992","Schaffhausen","Private forest","1699","1653","1653","8625","2025","10650"
"1992","Schaffhausen","Public forest","32","9674","9629","44060","26750","70810"
"1992","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1992","Schaffhausen",">>Cantonal forest","1","1372","1372",NA,NA,NA
"1992","Schaffhausen",">>Municipality forest","29","8293","8248",NA,NA,NA
"1992","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1992","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1992","Appenzell Ausserrhoden","Type of owners - Total","4260","6858","6616","22628","5174","27802"
"1992","Appenzell Ausserrhoden","Private forest","4239","5485","5485","14543","2467","17010"
"1992","Appenzell Ausserrhoden","Public forest","21","1373","1131","8085","2707","10792"
"1992","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1992","Appenzell Ausserrhoden",">>Cantonal forest","1","392","177",NA,NA,NA
"1992","Appenzell Ausserrhoden",">>Municipality forest","18","946","919",NA,NA,NA
"1992","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1992","Appenzell Ausserrhoden",">>Other public forest","1","9","9",NA,NA,NA
"1992","Appenzell Innerrhoden","Type of owners - Total","2493","4584","4432","38591","4789","43380"
"1992","Appenzell Innerrhoden","Private forest","2471","2817","2817","15041","1269","16310"
"1992","Appenzell Innerrhoden","Public forest","22","1767","1615","23550","3520","27070"
"1992","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1992","Appenzell Innerrhoden",">>Cantonal forest","1","61","61",NA,NA,NA
"1992","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1992","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1992","Appenzell Innerrhoden",">>Other public forest","21","1706","1554",NA,NA,NA
"1992","St. Gallen","Type of owners - Total","17815","48128","45955","277948","149897","427845"
"1992","St. Gallen","Private forest","17687","19155","19155","75456","27792","103248"
"1992","St. Gallen","Public forest","128","28973","26800","202492","122105","324597"
"1992","St. Gallen",">>Federal forest","1","259","255",NA,NA,NA
"1992","St. Gallen",">>Cantonal forest","1","1458","1381",NA,NA,NA
"1992","St. Gallen",">>Municipality forest","10","198","192",NA,NA,NA
"1992","St. Gallen",">>Bourgeois forest","66","22819","21012",NA,NA,NA
"1992","St. Gallen",">>Other public forest","50","4239","3960",NA,NA,NA
"1992","Graubünden / Grigioni / Grischun","Type of owners - Total","10806","176393","138137","352191","138886","491077"
"1992","Graubünden / Grigioni / Grischun","Private forest","10535","14773","14773","8838","2070","10908"
"1992","Graubünden / Grigioni / Grischun","Public forest","271","161620","123364","343353","136816","480169"
"1992","Graubünden / Grigioni / Grischun",">>Federal forest","1","261","83",NA,NA,NA
"1992","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","920","717",NA,NA,NA
"1992","Graubünden / Grigioni / Grischun",">>Municipality forest","217","154568","117756",NA,NA,NA
"1992","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1992","Graubünden / Grigioni / Grischun",">>Other public forest","52","5871","4808",NA,NA,NA
"1992","Thurgau","Type of owners - Total","9014","19399","19300","203357","146098","349455"
"1992","Thurgau","Private forest","8919","10747","10747","94895","61507","156402"
"1992","Thurgau","Public forest","95","8652","8553","108462","84591","193053"
"1992","Thurgau",">>Federal forest","1","215","141",NA,NA,NA
"1992","Thurgau",">>Cantonal forest","1","1422","1421",NA,NA,NA
"1992","Thurgau",">>Municipality forest","2","51","51",NA,NA,NA
"1992","Thurgau",">>Bourgeois forest","71","5893","5872",NA,NA,NA
"1992","Thurgau",">>Other public forest","20","1071","1068",NA,NA,NA
"1993","Glarus","Type of owners - Total","1492","18516","15547","47620","37150","84770"
"1993","Glarus","Private forest","1454","1522","1522","9650","400","10050"
"1993","Glarus","Public forest","38","16994","14025","37970","36750","74720"
"1993","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"1993","Glarus",">>Cantonal forest","1","86","80",NA,NA,NA
"1993","Glarus",">>Municipality forest","1","46","44",NA,NA,NA
"1993","Glarus",">>Bourgeois forest","31","16500","13583",NA,NA,NA
"1993","Glarus",">>Other public forest","4","227","221",NA,NA,NA
"1993","Schaffhausen","Type of owners - Total","2128","12508","12463","57905","22505","80410"
"1993","Schaffhausen","Private forest","2095","1961","1961","9430","2675","12105"
"1993","Schaffhausen","Public forest","33","10547","10502","48475","19830","68305"
"1993","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1993","Schaffhausen",">>Cantonal forest","1","2121","2121",NA,NA,NA
"1993","Schaffhausen",">>Municipality forest","30","8417","8372",NA,NA,NA
"1993","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1993","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1993","Appenzell Ausserrhoden","Type of owners - Total","4263","7019","6721","19515","5581","25096"
"1993","Appenzell Ausserrhoden","Private forest","4239","5485","5485","12022","3460","15482"
"1993","Appenzell Ausserrhoden","Public forest","24","1534","1236","7493","2121","9614"
"1993","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1993","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1993","Appenzell Ausserrhoden",">>Municipality forest","21","1087","1004",NA,NA,NA
"1993","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1993","Appenzell Ausserrhoden",">>Other public forest","1","9","9",NA,NA,NA
"1993","Appenzell Innerrhoden","Type of owners - Total","2497","5196","5004","35499","3943","39442"
"1993","Appenzell Innerrhoden","Private forest","2471","3128","3128","15044","2218","17262"
"1993","Appenzell Innerrhoden","Public forest","26","2068","1876","20455","1725","22180"
"1993","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1993","Appenzell Innerrhoden",">>Cantonal forest","1","66","60",NA,NA,NA
"1993","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1993","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1993","Appenzell Innerrhoden",">>Other public forest","25","2002","1816",NA,NA,NA
"1993","St. Gallen","Type of owners - Total","18877","53709","51287","255492","138204","393696"
"1993","St. Gallen","Private forest","18727","20466","20466","59068","21569","80637"
"1993","St. Gallen","Public forest","150","33243","30821","196424","116635","313059"
"1993","St. Gallen",">>Federal forest","1","261","257",NA,NA,NA
"1993","St. Gallen",">>Cantonal forest","1","2015","1874",NA,NA,NA
"1993","St. Gallen",">>Municipality forest","13","372","361",NA,NA,NA
"1993","St. Gallen",">>Bourgeois forest","77","25607","23691",NA,NA,NA
"1993","St. Gallen",">>Other public forest","58","4988","4638",NA,NA,NA
"1993","Graubünden / Grigioni / Grischun","Type of owners - Total","10971","181693","141878","380379","182867","563246"
"1993","Graubünden / Grigioni / Grischun","Private forest","10693","14682","14682","5745","4045","9790"
"1993","Graubünden / Grigioni / Grischun","Public forest","278","167011","127196","374634","178822","553456"
"1993","Graubünden / Grigioni / Grischun",">>Federal forest","1","262","83",NA,NA,NA
"1993","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","924","701",NA,NA,NA
"1993","Graubünden / Grigioni / Grischun",">>Municipality forest","223","159044","120868",NA,NA,NA
"1993","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1993","Graubünden / Grigioni / Grischun",">>Other public forest","53","6781","5544",NA,NA,NA
"1993","Thurgau","Type of owners - Total","8998","19415","19316","165981","119629","285610"
"1993","Thurgau","Private forest","8903","10761","10761","72645","43954","116599"
"1993","Thurgau","Public forest","95","8654","8555","93336","75675","169011"
"1993","Thurgau",">>Federal forest","1","214","140",NA,NA,NA
"1993","Thurgau",">>Cantonal forest","1","1422","1421",NA,NA,NA
"1993","Thurgau",">>Municipality forest","6","294","294",NA,NA,NA
"1993","Thurgau",">>Bourgeois forest","67","5653","5632",NA,NA,NA
"1993","Thurgau",">>Other public forest","20","1071","1068",NA,NA,NA
"1994","Glarus","Type of owners - Total","1492","18541","15630","46065","23000","69065"
"1994","Glarus","Private forest","1454","1522","1522","1100","0","1100"
"1994","Glarus","Public forest","38","17019","14108","44965","23000","67965"
"1994","Glarus",">>Federal forest","1","139","101",NA,NA,NA
"1994","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1994","Glarus",">>Municipality forest","1","46","44",NA,NA,NA
"1994","Glarus",">>Bourgeois forest","31","16552","13693",NA,NA,NA
"1994","Glarus",">>Other public forest","4","227","221",NA,NA,NA
"1994","Schaffhausen","Type of owners - Total","2147","12552","12473","42825","26320","69145"
"1994","Schaffhausen","Private forest","2114","1972","1972","4555","605","5160"
"1994","Schaffhausen","Public forest","33","10580","10501","38270","25715","63985"
"1994","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1994","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1994","Schaffhausen",">>Municipality forest","30","8417","8372",NA,NA,NA
"1994","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1994","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1994","Appenzell Ausserrhoden","Type of owners - Total","4263","7018","6721","17760","4614","22374"
"1994","Appenzell Ausserrhoden","Private forest","4239","5485","5485","11824","2263","14087"
"1994","Appenzell Ausserrhoden","Public forest","24","1533","1236","5936","2351","8287"
"1994","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1994","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1994","Appenzell Ausserrhoden",">>Municipality forest","21","1086","1004",NA,NA,NA
"1994","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1994","Appenzell Ausserrhoden",">>Other public forest","1","9","9",NA,NA,NA
"1994","Appenzell Innerrhoden","Type of owners - Total","2497","5196","5004","23721","4098","27819"
"1994","Appenzell Innerrhoden","Private forest","2471","3128","3128","9181","1078","10259"
"1994","Appenzell Innerrhoden","Public forest","26","2068","1876","14540","3020","17560"
"1994","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1994","Appenzell Innerrhoden",">>Cantonal forest","1","66","60",NA,NA,NA
"1994","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"1994","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1994","Appenzell Innerrhoden",">>Other public forest","25","2002","1816",NA,NA,NA
"1994","St. Gallen","Type of owners - Total","18033","53288","50856","190215","103966","294181"
"1994","St. Gallen","Private forest","17883","19973","19973","46961","14495","61456"
"1994","St. Gallen","Public forest","150","33315","30883","143254","89471","232725"
"1994","St. Gallen",">>Federal forest","1","335","324",NA,NA,NA
"1994","St. Gallen",">>Cantonal forest","1","2018","1877",NA,NA,NA
"1994","St. Gallen",">>Municipality forest","13","372","361",NA,NA,NA
"1994","St. Gallen",">>Bourgeois forest","77","25605","23689",NA,NA,NA
"1994","St. Gallen",">>Other public forest","58","4985","4632",NA,NA,NA
"1994","Graubünden / Grigioni / Grischun","Type of owners - Total","10972","181982","141462","367791","252381","620172"
"1994","Graubünden / Grigioni / Grischun","Private forest","10693","14682","14682","11396","13674","25070"
"1994","Graubünden / Grigioni / Grischun","Public forest","279","167300","126780","356395","238707","595102"
"1994","Graubünden / Grigioni / Grischun",">>Federal forest","1","262","84",NA,NA,NA
"1994","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","924","701",NA,NA,NA
"1994","Graubünden / Grigioni / Grischun",">>Municipality forest","225","159558","120671",NA,NA,NA
"1994","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"1994","Graubünden / Grigioni / Grischun",">>Other public forest","52","6556","5324",NA,NA,NA
"1994","Thurgau","Type of owners - Total","8964","19298","19202","114122","91039","205161"
"1994","Thurgau","Private forest","8869","10636","10636","48894","33259","82153"
"1994","Thurgau","Public forest","95","8662","8566","65228","57780","123008"
"1994","Thurgau",">>Federal forest","1","218","145",NA,NA,NA
"1994","Thurgau",">>Cantonal forest","1","1426","1425",NA,NA,NA
"1994","Thurgau",">>Municipality forest","5","287","287",NA,NA,NA
"1994","Thurgau",">>Bourgeois forest","68","5657","5638",NA,NA,NA
"1994","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"1995","Glarus","Type of owners - Total","1492","18678","15646","28290","35860","64150"
"1995","Glarus","Private forest","1454","1542","1542","100","2000","2100"
"1995","Glarus","Public forest","38","17136","14104","28190","33860","62050"
"1995","Glarus",">>Federal forest","1","135","97",NA,NA,NA
"1995","Glarus",">>Cantonal forest","1","55","49",NA,NA,NA
"1995","Glarus",">>Municipality forest","2","919","796",NA,NA,NA
"1995","Glarus",">>Bourgeois forest","30","15800","12941",NA,NA,NA
"1995","Glarus",">>Other public forest","4","227","221",NA,NA,NA
"1995","Schaffhausen","Type of owners - Total","2128","12551","12476","53864","30125","83989"
"1995","Schaffhausen","Private forest","2095","1961","1961","3005","1095","4100"
"1995","Schaffhausen","Public forest","33","10590","10515","50859","29030","79889"
"1995","Schaffhausen",">>Federal forest","1","1","1",NA,NA,NA
"1995","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"1995","Schaffhausen",">>Municipality forest","30","8427","8386",NA,NA,NA
"1995","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"1995","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"1995","Appenzell Ausserrhoden","Type of owners - Total","4263","7026","6728","10950","2365","13315"
"1995","Appenzell Ausserrhoden","Private forest","4239","5485","5485","6620","905","7525"
"1995","Appenzell Ausserrhoden","Public forest","24","1541","1243","4330","1460","5790"
"1995","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"1995","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"1995","Appenzell Ausserrhoden",">>Municipality forest","21","1094","1011",NA,NA,NA
"1995","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"1995","Appenzell Ausserrhoden",">>Other public forest","1","9","9",NA,NA,NA
"1995","Appenzell Innerrhoden","Type of owners - Total","2497","5196","5004","22695","2310","25005"
"1995","Appenzell Innerrhoden","Private forest","2471","3128","3128","8670","485","9155"
"1995","Appenzell Innerrhoden","Public forest","26","2068","1876","14025","1825","15850"
"1995","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"1995","Appenzell Innerrhoden",">>Cantonal forest","1","66","60",NA,NA,NA
"1995","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
