"Forest area in Switzerland, in ha"

"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10248;169698;135391
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";9980;14418;14418
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";268;155280;120973
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;224;46
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;778;533
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";231;149364;116377
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1976";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";35;4914;4017
"1976";"Switzerland";"Thurgau";"Type of owners - Total";8850;19058;18882
"1976";"Switzerland";"Thurgau";"Private forest";8716;10499;10499
"1976";"Switzerland";"Thurgau";"Public forest";134;8559;8383
"1976";"Switzerland";"Thurgau";">>Federal forest";1;192;127
"1976";"Switzerland";"Thurgau";">>Cantonal forest";1;1359;1356
"1976";"Switzerland";"Thurgau";">>Municipality forest";0;0;0
"1976";"Switzerland";"Thurgau";">>Bourgeois forest";123;6148;6041
"1976";"Switzerland";"Thurgau";">>Other public forest";9;860;859
"1976";"Jura";"Glarus";"Type of owners - Total";0;0;0
"1976";"Jura";"Glarus";"Private forest";0;0;0
"1976";"Jura";"Glarus";"Public forest";0;0;0
"1976";"Jura";"Glarus";">>Federal forest";0;0;0
"1976";"Jura";"Glarus";">>Cantonal forest";0;0;0
"1976";"Jura";"Glarus";">>Municipality forest";0;0;0
"1976";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"1976";"Jura";"Glarus";">>Other public forest";0;0;0
"1976";"Jura";"Schaffhausen";"Type of owners - Total";1843;12161;11988
"1976";"Jura";"Schaffhausen";"Private forest";1813;1770;1770
"1976";"Jura";"Schaffhausen";"Public forest";30;10391;10218
"1976";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"1976";"Jura";"Schaffhausen";">>Cantonal forest";1;2142;2090
"1976";"Jura";"Schaffhausen";">>Municipality forest";28;8241;8120
"1976";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"1976";"Jura";"Schaffhausen";">>Other public forest";1;8;8
"1976";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1976";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1976";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1976";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"1976";"Jura";"St. Gallen";"Private forest";0;0;0
"1976";"Jura";"St. Gallen";"Public forest";0;0;0
"1976";"Jura";"St. Gallen";">>Federal forest";0;0;0
"1976";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"1976";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"1976";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"1976";"Jura";"St. Gallen";">>Other public forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1976";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1976";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"1976";"Jura";"Thurgau";"Private forest";0;0;0
"1976";"Jura";"Thurgau";"Public forest";0;0;0
"1976";"Jura";"Thurgau";">>Federal forest";0;0;0
"1976";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"1976";"Jura";"Thurgau";">>Municipality forest";0;0;0
"1976";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"1976";"Jura";"Thurgau";">>Other public forest";0;0;0
"1976";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"1976";"Central Plain";"Glarus";"Private forest";0;0;0
"1976";"Central Plain";"Glarus";"Public forest";0;0;0
"1976";"Central Plain";"Glarus";">>Federal forest";0;0;0
"1976";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"1976";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"1976";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"1976";"Central Plain";"Glarus";">>Other public forest";0;0;0
"1976";"Central Plain";"Schaffhausen";"Type of owners - Total";155;339;338
"1976";"Central Plain";"Schaffhausen";"Private forest";153;137;137
"1976";"Central Plain";"Schaffhausen";"Public forest";2;202;201
"1976";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"1976";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"1976";"Central Plain";"Schaffhausen";">>Municipality forest";2;202;201
"1976";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"1976";"Central Plain";"Schaffhausen";">>Other public forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1976";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1976";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1976";"Central Plain";"St. Gallen";"Type of owners - Total";5160;9958;9938
"1976";"Central Plain";"St. Gallen";"Private forest";5066;6106;6106
"1976";"Central Plain";"St. Gallen";"Public forest";94;3852;3832
"1976";"Central Plain";"St. Gallen";">>Federal forest";1;4;4
"1976";"Central Plain";"St. Gallen";">>Cantonal forest";1;494;494
"1976";"Central Plain";"St. Gallen";">>Municipality forest";17;118;118
"1976";"Central Plain";"St. Gallen";">>Bourgeois forest";26;2056;2047
"1976";"Central Plain";"St. Gallen";">>Other public forest";49;1180;1169
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1976";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1976";"Central Plain";"Thurgau";"Type of owners - Total";8850;19058;18882
"1976";"Central Plain";"Thurgau";"Private forest";8716;10499;10499
"1976";"Central Plain";"Thurgau";"Public forest";134;8559;8383
"1976";"Central Plain";"Thurgau";">>Federal forest";1;192;127
"1976";"Central Plain";"Thurgau";">>Cantonal forest";1;1359;1356
"1976";"Central Plain";"Thurgau";">>Municipality forest";0;0;0
"1976";"Central Plain";"Thurgau";">>Bourgeois forest";123;6148;6041
"1976";"Central Plain";"Thurgau";">>Other public forest";9;860;859
"1976";"Prealps";"Glarus";"Type of owners - Total";0;0;0
"1976";"Prealps";"Glarus";"Private forest";0;0;0
"1976";"Prealps";"Glarus";"Public forest";0;0;0
"1976";"Prealps";"Glarus";">>Federal forest";0;0;0
"1976";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1976";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1976";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Glarus";">>Other public forest";0;0;0
"1976";"Prealps";"Schaffhausen";"Type of owners - Total";0;0;0
"1976";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1976";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1976";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1976";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1976";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1976";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1976";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";4141;6357;6332
"1976";"Prealps";"Appenzell Ausserrhoden";"Private forest";4116;4962;4962
"1976";"Prealps";"Appenzell Ausserrhoden";"Public forest";25;1395;1370
"1976";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;163;163
"1976";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;274;253
"1976";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";21;945;941
"1976";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1976";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";1687;5004;4510
"1976";"Prealps";"Appenzell Innerrhoden";"Private forest";1663;3099;3099
"1976";"Prealps";"Appenzell Innerrhoden";"Public forest";24;1905;1411
"1976";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1976";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;133;111
"1976";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1976";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Appenzell Innerrhoden";">>Other public forest";23;1772;1300
"1976";"Prealps";"St. Gallen";"Type of owners - Total";7506;26145;24760
"1976";"Prealps";"St. Gallen";"Private forest";7366;9630;9630
"1976";"Prealps";"St. Gallen";"Public forest";140;16515;15130
"1976";"Prealps";"St. Gallen";">>Federal forest";0;0;0
"1976";"Prealps";"St. Gallen";">>Cantonal forest";1;871;801
"1976";"Prealps";"St. Gallen";">>Municipality forest";9;227;222
"1976";"Prealps";"St. Gallen";">>Bourgeois forest";63;12135;11155
"1976";"Prealps";"St. Gallen";">>Other public forest";67;3282;2952
"1976";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1976";"Prealps";"Thurgau";"Type of owners - Total";0;0;0
"1976";"Prealps";"Thurgau";"Private forest";0;0;0
"1976";"Prealps";"Thurgau";"Public forest";0;0;0
"1976";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1976";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1976";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1976";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1976";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1976";"Alps";"Glarus";"Type of owners - Total";1458;16492;14268
"1976";"Alps";"Glarus";"Private forest";1420;1654;1654
"1976";"Alps";"Glarus";"Public forest";38;14838;12614
"1976";"Alps";"Glarus";">>Federal forest";1;109;99
"1976";"Alps";"Glarus";">>Cantonal forest";1;84;78
"1976";"Alps";"Glarus";">>Municipality forest";1;54;48
"1976";"Alps";"Glarus";">>Bourgeois forest";31;14365;12169
"1976";"Alps";"Glarus";">>Other public forest";4;226;220
"1976";"Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1976";"Alps";"Schaffhausen";"Private forest";0;0;0
"1976";"Alps";"Schaffhausen";"Public forest";0;0;0
"1976";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"1976";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1976";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1976";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1976";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1976";"Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1976";"Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1976";"Alps";"St. Gallen";"Type of owners - Total";1720;14215;11937
"1976";"Alps";"St. Gallen";"Private forest";1691;2537;2537
"1976";"Alps";"St. Gallen";"Public forest";29;11678;9400
"1976";"Alps";"St. Gallen";">>Federal forest";1;48;44
"1976";"Alps";"St. Gallen";">>Cantonal forest";1;621;467
"1976";"Alps";"St. Gallen";">>Municipality forest";3;80;67
"1976";"Alps";"St. Gallen";">>Bourgeois forest";22;10726;8710
"1976";"Alps";"St. Gallen";">>Other public forest";2;203;112
"1976";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";8273;145920;115881
"1976";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";8039;12333;12333
"1976";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";234;133587;103548
"1976";"Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;214;36
"1976";"Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;778;533
"1976";"Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";208;128541;99702
"1976";"Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1976";"Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";24;4054;3277
"1976";"Alps";"Thurgau";"Type of owners - Total";0;0;0
"1976";"Alps";"Thurgau";"Private forest";0;0;0
"1976";"Alps";"Thurgau";"Public forest";0;0;0
"1976";"Alps";"Thurgau";">>Federal forest";0;0;0
"1976";"Alps";"Thurgau";">>Cantonal forest";0;0;0
"1976";"Alps";"Thurgau";">>Municipality forest";0;0;0
"1976";"Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1976";"Alps";"Thurgau";">>Other public forest";0;0;0
"1976";"Southern Alps";"Glarus";"Type of owners - Total";0;0;0
"1976";"Southern Alps";"Glarus";"Private forest";0;0;0
"1976";"Southern Alps";"Glarus";"Public forest";0;0;0
"1976";"Southern Alps";"Glarus";">>Federal forest";0;0;0
"1976";"Southern Alps";"Glarus";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"Glarus";">>Municipality forest";0;0;0
"1976";"Southern Alps";"Glarus";">>Bourgeois forest";0;0;0
"1976";"Southern Alps";"Glarus";">>Other public forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1976";"Southern Alps";"Schaffhausen";"Private forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";"Public forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";">>Federal forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1976";"Southern Alps";"Schaffhausen";">>Other public forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1976";"Southern Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1976";"Southern Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1976";"Southern Alps";"St. Gallen";"Type of owners - Total";0;0;0
"1976";"Southern Alps";"St. Gallen";"Private forest";0;0;0
"1976";"Southern Alps";"St. Gallen";"Public forest";0;0;0
"1976";"Southern Alps";"St. Gallen";">>Federal forest";0;0;0
"1976";"Southern Alps";"St. Gallen";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"St. Gallen";">>Municipality forest";0;0;0
"1976";"Southern Alps";"St. Gallen";">>Bourgeois forest";0;0;0
"1976";"Southern Alps";"St. Gallen";">>Other public forest";0;0;0
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";1976;23778;19510
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";1941;2085;2085
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";35;21693;17425
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;10;10
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1976";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";23;20823;16675
